,Unnamed: 0,id_unic,business_id,local_name,category,main_category,opinion,feeling,resp,has_response,states,city
10417,10417,113265409,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Delicious Mexican food,Positive,did not answer,no,CA, CA 94601
10420,10420,111618897,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very good tacos (Original) Muy buenos tacos,Positive,did not answer,no,CA, CA 94601
10421,10421,114077601,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Whole in the wall, but tasty food for fair price. Could have done with smaller portions and less tortillas.",Positive,did not answer,no,CA, CA 94601
10422,10422,112406949,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Amazing fresh and deliscous,Positive,did not answer,no,CA, CA 94601
10423,10423,113636136,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Their agua frescas are just perfect to drink with their amazing tacos,Positive,did not answer,no,CA, CA 94601
10424,10424,102656909,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very rich tacos (Original) Muy ricos los tacos,Positive,did not answer,no,CA, CA 94601
10425,10425,11769648,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Those are the best tacos ever!!!! If you come to San Francisco this place is a MUST to visit!!!!,Positive,did not answer,no,CA, CA 94601
10426,10426,110476758,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Great food,Positive,did not answer,no,CA, CA 94601
10427,10427,100431905,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,All the salsas are fresh and handmade delicious,Positive,did not answer,no,CA, CA 94601
10428,10428,117576684,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Place is great for Mexican original cooking tacos of different kinds, love it so does my daughter, down side there is no busboy you have to clean your own table before and after meals. So it is dirty bc lots of things end up on the floor. 🤘",Positive,did not answer,no,CA, CA 94601
10430,10430,109000193,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Great Mexican restaurant, the best in East Bay! Cheap, great portion and very yummy",Positive,did not answer,no,CA, CA 94601
10431,10431,107518549,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) All very tasty (Original) Todo muy rico,Positive,did not answer,no,CA, CA 94601
10432,10432,115928807,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Delicious tacos!!,Positive,did not answer,no,CA, CA 94601
10433,10433,109875638,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very rich tacos ricos (Original) Muy ricos los tacos,Positive,did not answer,no,CA, CA 94601
10434,10434,113263285,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Really good food but the place is always crowded and dirty so it would be better to take out,Positive,did not answer,no,CA, CA 94601
10436,10436,116592001,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"(Translated by Google) The delicious tacos !!!!! 10 stars for them, good 9 for the place, because it is ugly but the food is cool !! (Original) Los tacos deliciosos!!!!! 10 estrellas para ellos, bueno 9 por el lugar, por que esta feo pero la comida una chulada!!",Positive,did not answer,no,CA, CA 94601
10437,10437,109239289,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Really good food,Positive,did not answer,no,CA, CA 94601
10438,10438,106188616,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Best tacos in Oakland!,Positive,did not answer,no,CA, CA 94601
10439,10439,117049152,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,I freaking love this place! Best tacos in the bay!,Positive,did not answer,no,CA, CA 94601
10440,10440,107834184,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very good and fast attention. (Original) Muy buenos y rápida atención.,Positive,did not answer,no,CA, CA 94601
10441,10441,106846411,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Tacos Are Super Good Especially Suadero!,Positive,did not answer,no,CA, CA 94601
10443,10443,112122283,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Really great tacos, friendly service, lots of seating, and Its crowded with locals. We will be back.",Positive,did not answer,no,CA, CA 94601
10444,10444,116940881,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,They have delicious tacos/ Tienen my ricos tacos.,Positive,did not answer,no,CA, CA 94601
10445,10445,118409872,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Dont know if it was just me but I was not feeling to good after eating here. Thinking back about it, I think it was their salsa bar. Next to entrance, uncovered, not temperature control.",Positive,did not answer,no,CA, CA 94601
10446,10446,103222584,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Delicious (Original) Delicioso,Positive,did not answer,no,CA, CA 94601
10447,10447,11740583,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,The best tacos in oakland. it reminds me of the tacos in mexico city. They need to remodel the place and make it more clean.,Positive,did not answer,no,CA, CA 94601
10448,10448,117541634,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) The taste of sauces meats. And very good portions. (Original) El sabor de las salsas las carnes. Y muy buenas porciones.,Positive,did not answer,no,CA, CA 94601
10449,10449,109774851,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"It was very good, the line to order your food was a bit long but it moved fast. The customer service was great and the most important thing the food was excellent, I highly recommend it!",Positive,did not answer,no,CA, CA 94601
10450,10450,112852504,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) The best tacos in the bay area. (Original) Los mejores tacos del área de la bahía.,Positive,did not answer,no,CA, CA 94601
10451,10451,101676986,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Tacos are OK, but the place is a mess.",Positive,did not answer,no,CA, CA 94601
10452,10452,10992847,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"(Translated by Google) The best tacos in the bay, good and fast service (Original) Los mejores tacos de la bahía, un buen servicio y rapido",Positive,did not answer,no,CA, CA 94601
10453,10453,100251054,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Food was good,Positive,did not answer,no,CA, CA 94601
10454,10454,117690076,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Delicious tacos 100% recommended the best tacos in oakland !! (Original) Riquísimos tacos 100% recomendables los mejores tacos de oakland !!,Positive,did not answer,no,CA, CA 94601
10455,10455,102205864,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) The richest tacos Ive ever eaten .... (Original) Los tacos más ricos que e comido....,Positive,did not answer,no,CA, CA 94601
10456,10456,116669988,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,I love the tacos and salsa bar especially the fast svc and grilled onions,Positive,did not answer,no,CA, CA 94601
10457,10457,106462691,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Amazing spot for the good stuff - lengua, cabeza, sesos, etc. We always stop by International Blvd after As games at the Coliseum. El Paisa is one of the best taquerias on the strip.",Positive,did not answer,no,CA, CA 94601
10458,10458,112448725,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,Best tacos,Positive,did not answer,no,CA, CA 94601
10459,10459,113814764,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) I would give it 5 stars if it was a little bigger (Original) Le daría 5 estrellas si estuviera un poco más grande,Positive,did not answer,no,CA, CA 94601
10460,10460,113052211,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,(Translated by Google) Very good and I think the best in the entire area and annexes (Original) Muy buenos y creo que los mejores de todo el área y anexas,Positive,did not answer,no,CA, CA 94601
10461,10461,103909106,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,The food is good. I only wish the cooks wore their mask properly instead of keeping them under their nose or even under their chin,Positive,did not answer,no,CA, CA 94601
10462,10462,112329553,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Omg this place is the bomb on there tacos and quesadillas with meat. Price is fair and the service from the guys on the kitchen are awesome, but the lady the register has a really bad attitude and rude but that any stopping us from going there. Love the food",Positive,did not answer,no,CA, CA 94601
10463,10463,114975683,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"Best tacos in town, just watch out for the green guacamole sauce, its made with ghost peppers and habaneros other than that the food is A-1 quality",Positive,did not answer,no,CA, CA 94601
10464,10464,108565259,0x808f86651b3721c3:0x7f489dc90195bdf9,Taqueria El Paisa@.com,mexican restaurant,food_services,"(Translated by Google) The tacos, very rich, the SPARKLY Dirty place, THE Dirty TABLES, and that does not leave you eating comfortable, it is really painful, because the tacos are very good! And I dont live in the area, I just went to spend a weekend in the Bay area. (Original) Los tacos, muy ricos, el lugar ESPANTOSAMENTE SUCIO, LAS MESAS SUCIAS, y eso no deja comer agusto, es realmente penoso, porque los tacos si son muy buenos! Y yo no vivo en el area, solo fui a pasar un fin de semana en el area de la Bahia.",Positive,did not answer,no,CA, CA 94601
10465,10465,117431845,0x808f86923b671ed3:0xd3e6b59a7f77945d,New Sushi King,sushi restaurant    asian restaurant    japanese restaurant,food_services,Pretty approachable pricing for lunch time food. Nothing special in terms of quality.,Positive,did not answer,no,CA, Alameda
10466,10466,115789637,0x808f86923b671ed3:0xd3e6b59a7f77945d,New Sushi King,sushi restaurant    asian restaurant    japanese restaurant,food_services,Best fish and prices on the island. Great hidden gem,Positive,did not answer,no,CA, Alameda
10467,10467,107586939,0x808f86958c68cc91:0x67f8a811fdee142f,Hot Spot Restaurant,restaurant,food_services,"Yay! Something new to choose from on the islad. Good stuff, too. I like it and will be back.",Positive,did not answer,no,CA, Alameda
10468,10468,111280499,0x808f86958c68cc91:0x67f8a811fdee142f,Hot Spot Restaurant,restaurant,food_services,"Good food,nice treatment!",Positive,did not answer,no,CA, Alameda
10469,10469,11502008,0x808f86a45a3d7401:0x50ee9025dc45fa4b,Sushi House,japanese restaurant    sushi restaurant,food_services,Awesome place to have a some great sushi with a great view. Nice selection of some specialty rolls and some sashimi. Appetizers are great like beef tatake and karage. If Im in the area I always pass by here. Call ahead for reservations since it gets busy on the weekend.,Positive,did not answer,no,CA, CA 94501
10470,10470,107092481,0x808f86a45a3d7401:0x50ee9025dc45fa4b,Sushi House,japanese restaurant    sushi restaurant,food_services,Very good,Positive,did not answer,no,CA, CA 94501
10471,10471,104141246,0x808f86a45a3d7401:0x50ee9025dc45fa4b,Sushi House,japanese restaurant    sushi restaurant,food_services,"The wait here isnt as long as it used to be. Maybe because theyve changed owners so many times that the food isnt as consistent and good as before. I still like it because Im a fan of really big, fancy, complicated, saucy sushi.",Positive,did not answer,no,CA, CA 94501
